PhD,Ing/Mgr,Absolvent,ContractType,Source_median_salary,Source_min_salary,Source_max_salary,Category_median_salary,Category_min_salary,Category_max_salary,Company_median_salary,Company_min_salary,Company_max_salary,Elastic_min,Elastic_max,Elastic_avg,SalaryNormalized,desctiption_above_project,desctiption_above_design,desctiption_above_senior,desctiption_above_agil,desctiption_above_implement,desctiption_above_technic,desctiption_above_technolog,desctiption_above_develop,desctiption_above_strategi,desctiption_above_architectur,des_under_toilet,des_under_hour,des_under_demi,des_under_telephon,des_under_mondai,des_under_commi,des_under_duti,des_under_fridai,des_under_week,des_under_meal,title_above_architect,title_above_manag,title_above_director,title_above_princip,title_above_senior,title_above_optometrist,title_above_develop,title_above_ax,title_above_engin,title_above_project,title_under_receptionist,title_under_cleaner,title_under_parti,title_under_de,title_under_assist,title_under_demi,title_under_driver,title_under_clerk,title_under_cook,title_under_commi
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15600,16800,"16346,91651",15840,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,13996,14476,"14382,90161",14476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,8533,32000,"25524,76902",32000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16187,72156",15360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16182,40477",15360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,13392,30528,"24145,40871",13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,23040,34500,"27839,09849",27500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15024,16800,"15861,32213",15600,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15024,16790,"15836,8058",16320,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15523,15523,15523,13766,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,47040,"34578,79035",23500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"28308,80309",42432,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,19200,39840,"31472,74412",19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,14880,39840,"26764,32969",19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,21500,55500,"44393,37106",44640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,30000,55500,"45887,66901",44640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,30000,55500,"45956,71456",44640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,13440,67200,"37612,72119",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,13440,39840,"32560,45644",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,23000,40000,"29052,2787",37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,16320,"14899,74701",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,16320,"15726,09725",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,16320,"15662,933",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,16320,16320,16320,16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,16320,"14907,00297",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,16320,16320,16320,16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,23040,"16967,51",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,23040,"16995,49035",16320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,13440,39840,"27135,23585",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,19200,87475,"38636,92903",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,18000,21000,"19247,38593",19000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,24000,43500,"34816,0494",36000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,17971,67200,"31334,30321",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,41280,66240,"50645,54779",54720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,12480,67200,"40621,41427",67200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,39840,67200,"52720,3597",12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,8160,17280,"12487,50198",17280,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15523,15523,15523,15523,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15523,15523,15523,15523,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,6720,16627,"13109,16563",15504,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12144,15840,"14319,73691",12432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,8160,17280,"13078,08463",14400,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,17971,67200,"31334,30321",67200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15340,16752,"15857,1621",18240,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,14688,15523,"15221,56755",18240,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15024,45120,"29600,20465",45120,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,13392,30528,"24070,1474",13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11856,11856,11856,11856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,27181,35000,"30688,0694",36480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"30299,54001",20966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,36480,"29122,17456",20966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,23500,45408,"38645,3548",42432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"36108,26758",42432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"36108,26758",42432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"36974,49012",36480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,20966,42432,"33085,61409",36480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,17971,67200,"31334,30321",39840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,24960,57600,"41691,61859",44640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,28000,48000,"40683,44402",48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,28000,48000,"40694,19841",48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,16800,"15635,87855",15360,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15014,16800,"15900,59068",16694,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12288,50000,"25973,06253",47913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,26880,50000,"38577,98645",47913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12500,18048,"15338,65643",18240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12500,18048,"15338,65643",18240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12500,18048,"15338,65643",18240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16530,65222",15552,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,23000,26000,"24315,98751",25000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,23000,26880,"24777,5142",24000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,27000,41500,"33097,84447",37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,14400,55000,"27514,13965",34560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,67200,72000,"69120,84053",56000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,28800,67200,"46112,93614",34560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12864,16320,"14979,29631",23040,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,14688,45120,"28864,09554",45120,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15446,16320,"15867,63212",16320,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,36500,84000,"62129,812",60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,8160,17280,"13543,6223",14400,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,,26000,6139,182400,28128,5000,192000,32000,5006,192000,23040,26880,"24716,26012",35520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,30000,52800,"44350,32921",48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,24500,38500,"30636,89825",22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,15456,"15398,32531",15360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,11884,15513,"13564,91006",15360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16181,25892",15360,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16549,66452",15360,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15456,17328,"16504,67576",15830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,15360,17328,"16352,05942",16800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,22964,60000,"34966,33492",31680,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12960,35000,"25462,35056",36480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,full_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,28000,48000,"41475,45711",44160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,12345,14064,"12688,52085",12345,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,part_time,26000,6139,182400,28128,5000,192000,32000,5006,192000,17280,17280,17280,17280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
